 Wvl;         Refl;      St_dev
1123.00000;  10.12733;   1.86120
1124.00000;  10.10000;   1.82058
1125.00000;   9.96467;   1.80469
1126.00000;   9.91533;   1.87557
1127.00000;   9.94800;   1.89059
1128.00000;  10.05000;   1.89487
1129.00000;  10.13933;   1.90937
1130.00000;  10.32533;   1.88753
1131.00000;  10.39800;   1.89037
1132.00000;  10.39800;   1.92471
1133.00000;  10.43867;   1.93108
1134.00000;  10.53533;   1.96179
1135.00000;  10.52667;   1.94343
1136.00000;  10.44733;   1.88514
1137.00000;  10.42133;   1.82434
1138.00000;  10.39267;   1.77453
1139.00000;  10.33867;   1.75357
1140.00000;  10.37667;   1.80866
1141.00000;  10.38667;   1.85402
1142.00000;  10.38267;   1.85213
1143.00000;  10.38867;   1.82606
1144.00000;  10.37867;   1.80084
1145.00000;  10.37800;   1.73453
1146.00000;  10.38467;   1.69371
1147.00000;  10.35533;   1.63897
1148.00000;  10.37733;   1.66165
1149.00000;  10.44800;   1.73365
1150.00000;  10.47667;   1.75405
1151.00000;  10.49400;   1.79941
1152.00000;  10.53800;   1.81546
1153.00000;  10.57133;   1.77888
1154.00000;  10.60400;   1.72600
1155.00000;  10.64067;   1.65565
1156.00000;  10.65133;   1.66323
1157.00000;  10.63067;   1.69453
1158.00000;  10.60800;   1.68383
1159.00000;  10.59733;   1.69844
1160.00000;  10.61133;   1.71082
1161.00000;  10.63200;   1.70333
1162.00000;  10.68533;   1.66112
1163.00000;  10.68867;   1.66708
1164.00000;  10.66667;   1.69766
1165.00000;  10.66867;   1.69281
1166.00000;  10.65267;   1.68316
1167.00000;  10.65267;   1.67946
1168.00000;  10.68333;   1.65198
1169.00000;  10.68933;   1.63846
1170.00000;  10.66600;   1.65752
1171.00000;  10.66400;   1.67926
1172.00000;  10.64600;   1.69202
1173.00000;  10.66267;   1.69203
1174.00000;  10.70000;   1.67291
1175.00000;  10.68867;   1.66677
1176.00000;  10.67533;   1.67033
1177.00000;  10.66600;   1.68226
1178.00000;  10.66400;   1.68231
1179.00000;  10.66733;   1.68415
1180.00000;  10.67533;   1.68216
1181.00000;  10.69600;   1.66285
1182.00000;  10.70067;   1.66678
1183.00000;  10.70533;   1.69938
1184.00000;  10.69533;   1.70902
1185.00000;  10.66867;   1.70911
1186.00000;  10.64600;   1.72128
1187.00000;  10.64733;   1.70925
1188.00000;  10.65067;   1.69414
1189.00000;  10.67067;   1.69956
1190.00000;  10.69933;   1.68983
1191.00000;  10.71133;   1.68067
1192.00000;  10.70933;   1.68931
1193.00000;  10.69400;   1.68440
1194.00000;  10.69667;   1.67023
1195.00000;  10.70933;   1.66372
1196.00000;  10.69800;   1.64158
1197.00000;  10.69267;   1.64142
1198.00000;  10.69133;   1.67488
1199.00000;  10.68867;   1.67613
1200.00000;  10.67800;   1.67296
1201.00000;  10.67667;   1.67671
1202.00000;  10.68667;   1.67972
1203.00000;  10.68733;   1.65404
1204.00000;  10.68000;   1.65927
1205.00000;  10.66867;   1.68426
1206.00000;  10.65533;   1.68056
1207.00000;  10.66133;   1.67747
1208.00000;  10.66733;   1.67950
1209.00000;  10.66733;   1.66551
1210.00000;  10.68267;   1.65157
1211.00000;  10.68400;   1.63901
1212.00000;  10.68333;   1.63368
1213.00000;  10.69800;   1.63981
1214.00000;  10.70467;   1.64566
1215.00000;  10.70200;   1.66121
1216.00000;  10.70467;   1.66708
1217.00000;  10.70133;   1.66042
1218.00000;  10.70933;   1.65661
1219.00000;  10.72733;   1.65115
1220.00000;  10.75200;   1.64784
1221.00000;  10.76400;   1.65107
1222.00000;  10.76400;   1.66218
1223.00000;  10.76800;   1.67785
1224.00000;  10.75800;   1.68713
1225.00000;  10.74800;   1.67411
1226.00000;  10.76600;   1.66827
1227.00000;  10.77067;   1.64540
1228.00000;  10.76867;   1.64481
1229.00000;  10.78067;   1.67160
1230.00000;  10.77667;   1.67173
1231.00000;  10.76533;   1.68098
1232.00000;  10.75467;   1.67983
1233.00000;  10.75667;   1.65848
1234.00000;  10.76867;   1.64770
1235.00000;  10.77667;   1.64317
1236.00000;  10.80133;   1.64581
1237.00000;  10.81000;   1.64790
1238.00000;  10.81267;   1.65042
1239.00000;  10.79600;   1.65633
1240.00000;  10.80200;   1.66129
1241.00000;  10.80133;   1.65159
1242.00000;  10.78267;   1.64057
1243.00000;  10.78667;   1.64060
1244.00000;  10.79933;   1.64585
1245.00000;  10.80067;   1.64970
1246.00000;  10.80000;   1.66065
1247.00000;  10.80400;   1.66736
1248.00000;  10.80933;   1.66932
1249.00000;  10.79133;   1.67239
1250.00000;  10.79267;   1.67839
1251.00000;  10.81600;   1.68507
1252.00000;  10.80667;   1.68792
1253.00000;  10.80600;   1.68689
1254.00000;  10.80867;   1.68459
1255.00000;  10.81133;   1.68130
1256.00000;  10.80867;   1.68485
1257.00000;  10.80733;   1.69023
1258.00000;  10.80800;   1.67994
1259.00000;  10.80133;   1.67987
1260.00000;  10.80400;   1.66296
1261.00000;  10.81200;   1.64856
1262.00000;  10.82000;   1.65012
1263.00000;  10.82733;   1.64207
1264.00000;  10.84067;   1.63466
1265.00000;  10.83933;   1.62220
1266.00000;  10.82333;   1.61133
1267.00000;  10.82533;   1.61160
1268.00000;  10.82067;   1.61821
1269.00000;  10.80533;   1.62975
1270.00000;  10.81867;   1.64528
1271.00000;  10.82400;   1.66517
1272.00000;  10.81133;   1.68390
1273.00000;  10.81933;   1.69229
1274.00000;  10.81467;   1.66963
1275.00000;  10.82400;   1.65907
1276.00000;  10.83933;   1.64545
1277.00000;  10.86867;   1.63730
1278.00000;  10.88067;   1.62914
1279.00000;  10.88067;   1.65090
1280.00000;  10.85667;   1.66106
1281.00000;  10.83267;   1.64733
1282.00000;  10.82000;   1.64026
1283.00000;  10.82133;   1.64556
1284.00000;  10.83667;   1.64643
1285.00000;  10.83267;   1.65805
1286.00000;  10.82933;   1.66800
1287.00000;  10.85400;   1.66886
1288.00000;  10.85200;   1.68056
1289.00000;  10.85800;   1.68772
1290.00000;  10.86467;   1.69768
1291.00000;  10.83933;   1.70653
1292.00000;  10.83800;   1.68763
1293.00000;  10.84267;   1.67478
1294.00000;  10.84933;   1.67255
1295.00000;  10.86000;   1.67141
1296.00000;  10.86267;   1.67370
1297.00000;  10.86333;   1.68555
1298.00000;  10.86267;   1.70523
1299.00000;  10.84800;   1.71231
1300.00000;  10.84667;   1.71043
1301.00000;  10.85133;   1.70922
1302.00000;  10.85000;   1.68837
1303.00000;  10.86267;   1.66341
1304.00000;  10.87067;   1.65511
1305.00000;  10.85667;   1.64905
1306.00000;  10.83400;   1.64518
1307.00000;  10.82867;   1.65476
1308.00000;  10.82533;   1.64368
1309.00000;  10.80733;   1.62443
1310.00000;  10.81133;   1.61719
1311.00000;  10.82667;   1.61419
1312.00000;  10.82533;   1.62609
1313.00000;  10.83000;   1.65096
1314.00000;  10.85000;   1.66676
1315.00000;  10.85600;   1.65505
1316.00000;  10.84533;   1.63892
1317.00000;  10.83933;   1.63153
1318.00000;  10.83933;   1.63504
1319.00000;  10.83667;   1.64491
1320.00000;  10.81933;   1.66118
1321.00000;  10.81467;   1.67938
1322.00000;  10.80467;   1.69074
1323.00000;  10.79067;   1.67100
1324.00000;  10.77333;   1.66637
1325.00000;  10.75800;   1.66763
1326.00000;  10.74333;   1.61922
1327.00000;  10.72200;   1.58014
1328.00000;  10.70800;   1.56886
1329.00000;  10.66800;   1.54876
1330.00000;  10.63200;   1.54159
1331.00000;  10.61400;   1.55127
1332.00000;  10.59200;   1.56929
1333.00000;  10.63867;   1.56461
1334.00000;  10.69867;   1.56240
1335.00000;  10.70467;   1.57036
1336.00000;  10.74400;   1.54508
1337.00000;  10.76733;   1.53806
1338.00000;  10.74667;   1.56790
1339.00000;  10.74400;   1.59190
1340.00000;  10.72000;   1.63387
1341.00000;  10.67733;   1.64990
1342.00000;  10.57333;   1.65300
1343.00000;  10.50333;   1.62814
1344.00000;  10.50067;   1.62602
1345.00000;  10.46933;   1.58243
1346.00000;  10.42667;   1.56523
1347.00000;  10.38333;   1.58399
1348.00000;  10.17333;   1.57893
1349.00000;   9.91333;   1.67737
1350.00000;   9.70600;   1.82677
1351.00000;   9.51800;   2.02103
1352.00000;   9.25733;   2.40132
1353.00000;   8.80133;   2.71077
1354.00000;   8.17400;   3.14771
1355.00000;   7.15000;   3.74402
1356.00000;   5.44600;   4.41046
1357.00000;   4.88400;   5.14296
1358.00000;   4.41200;   5.92179
1359.00000;   5.68067;   9.75190
1360.00000;   7.81467;  14.70044
1361.00000;   5.91667;  16.63715
1362.00000;  13.84400;  48.62634
1363.00000;  19.25733;  63.61900
1364.00000; 117.11733; 192.67267
1365.00000;  65.06733;  82.47714
1366.00000;  54.94867;  67.96164
1367.00000;  71.75467; 101.10299
1368.00000; 378.99933; 645.73146
1369.00000; 123.34533; 164.51531
1370.00000; 166.31667; 168.33785
1371.00000; 113.37533;  75.12919
1372.00000; 100.25867;  70.27526
1373.00000; 132.17533; 102.83217
1374.00000; 360.06133; 309.00930
1375.00000; 227.21800; 264.85059
1376.00000; 385.92733; 386.39047
1377.00000;  32.78533; 122.67148
1378.00000; 183.32200; 325.06834
1379.00000;  75.39200; 138.11445
1380.00000;  47.10400;  89.14512
1381.00000;  39.50467;  71.42851
1382.00000; 166.35467; 187.04172
1383.00000;  73.61600; 126.60187
1384.00000;  44.10600; 165.02954
1385.00000;   0.61200;   2.28989
1386.00000;   1.41733;   5.30318
1387.00000;   8.34800;  17.30126
1388.00000;   9.06333;  23.73114
1389.00000;   7.61533;  28.49397
1390.00000;   6.87400;  23.72374
1391.00000;   4.93733;  16.27779
1392.00000;   2.79933;   8.44158
1393.00000;   2.20333;   5.50892
1394.00000;   2.79867;   5.86267
1395.00000;   1.60267;   5.99663
1396.00000;   1.32000;   4.93899
1397.00000;   0.71133;   2.66157
1398.00000;   0.28733;   0.79070
1399.00000;   1.72733;   4.47043
1400.00000;   2.35333;   6.18117
1401.00000;   1.77533;   4.95697
1402.00000;   1.61267;   3.84947
1403.00000;   2.46067;   4.83790
1404.00000;   2.37333;   3.54374
1405.00000;   3.02467;   3.33681
1406.00000;   3.29933;   4.05748
1407.00000;   3.20267;   3.88043
1408.00000;   3.69600;   3.27950
1409.00000;   4.48867;   2.91604
1410.00000;   5.11600;   3.28968
1411.00000;   5.69267;   3.08922
1412.00000;   6.26800;   3.31621
1413.00000;   6.53333;   3.43552
1414.00000;   6.81733;   2.85725
1415.00000;   7.09333;   2.64048
1416.00000;   7.22800;   2.43068
1417.00000;   7.42933;   2.38633
1418.00000;   7.65267;   2.30696
1419.00000;   8.08400;   2.42562
1420.00000;   8.26267;   2.36786
1421.00000;   8.26467;   2.16131
1422.00000;   8.36067;   2.00155
1423.00000;   8.40133;   1.71618
1424.00000;   8.48067;   1.54709
1425.00000;   8.60267;   1.38130
1426.00000;   8.82467;   1.35158
1427.00000;   8.83800;   1.41118
1428.00000;   9.00000;   1.62551
1429.00000;   9.14200;   1.64009
1430.00000;   9.07800;   1.70554
1431.00000;   9.09000;   1.66691
1432.00000;   9.09733;   1.49771
1433.00000;   8.98867;   1.52991
1434.00000;   8.90533;   1.62606
1435.00000;   8.90600;   1.59759
1436.00000;   8.90733;   1.47795
1437.00000;   8.93267;   1.51990
1438.00000;   9.02533;   1.51128
1439.00000;   9.00133;   1.46212
1440.00000;   8.94467;   1.52913
1441.00000;   9.06267;   1.53102
1442.00000;   9.08733;   1.44606
1443.00000;   9.12667;   1.50421
1444.00000;   9.26067;   1.53303
1445.00000;   9.25267;   1.57537
1446.00000;   9.30867;   1.56524
1447.00000;   9.41933;   1.46107
1448.00000;   9.50067;   1.44197
1449.00000;   9.54400;   1.42226
1450.00000;   9.55400;   1.40871
1451.00000;   9.57867;   1.39292
1452.00000;   9.58733;   1.38773
1453.00000;   9.60400;   1.37560
1454.00000;   9.63533;   1.35069
1455.00000;   9.68000;   1.35056
1456.00000;   9.71200;   1.35017
1457.00000;   9.74067;   1.36713
1458.00000;   9.79800;   1.39485
1459.00000;   9.83133;   1.41807
1460.00000;   9.79533;   1.46857
1461.00000;   9.78667;   1.47688
1462.00000;   9.75333;   1.42289
1463.00000;   9.67067;   1.41244
1464.00000;   9.65867;   1.39902
1465.00000;   9.64867;   1.42903
1466.00000;   9.62000;   1.48871
1467.00000;   9.70000;   1.47719
1468.00000;   9.73800;   1.44438
1469.00000;   9.71200;   1.41917
1470.00000;   9.74933;   1.38710
1471.00000;   9.77200;   1.40645
1472.00000;   9.76600;   1.48331
1473.00000;   9.80867;   1.48052
1474.00000;   9.84133;   1.45053
1475.00000;   9.84267;   1.47889
1476.00000;   9.90200;   1.44309
1477.00000;   9.93333;   1.42095
1478.00000;   9.91067;   1.47521
1479.00000;   9.90600;   1.47895
1480.00000;   9.89800;   1.46050
1481.00000;   9.93333;   1.44375
1482.00000;   9.98800;   1.38977
1483.00000;  10.01067;   1.36278
1484.00000;  10.00867;   1.37345
1485.00000;   9.98933;   1.39979
1486.00000;   9.99067;   1.42232
1487.00000;   9.99533;   1.46027
1488.00000;  10.01667;   1.46356
1489.00000;  10.05800;   1.45127
1490.00000;  10.08267;   1.44731
1491.00000;  10.11600;   1.44732
1492.00000;  10.13200;   1.43513
1493.00000;  10.12600;   1.41209
1494.00000;  10.13600;   1.39718
1495.00000;  10.14933;   1.37156
1496.00000;  10.16133;   1.34292
1497.00000;  10.17933;   1.33185
1498.00000;  10.22333;   1.35680
1499.00000;  10.25667;   1.38512
1500.00000;  10.26133;   1.39703
1501.00000;  10.26933;   1.39722
1502.00000;  10.25467;   1.38712
1503.00000;  10.24133;   1.38194
1504.00000;  10.25800;   1.39911
1505.00000;  10.27400;   1.41517
1506.00000;  10.29333;   1.43285
1507.00000;  10.31200;   1.43805
1508.00000;  10.29867;   1.42833
1509.00000;  10.28267;   1.42389
1510.00000;  10.29533;   1.43103
1511.00000;  10.29800;   1.43280
1512.00000;  10.31533;   1.42016
1513.00000;  10.33933;   1.42301
1514.00000;  10.33200;   1.42862
1515.00000;  10.33200;   1.42102
1516.00000;  10.34400;   1.42269
1517.00000;  10.35733;   1.41825
1518.00000;  10.38333;   1.39883
1519.00000;  10.39733;   1.39238
1520.00000;  10.39400;   1.40427
1521.00000;  10.38400;   1.41307
1522.00000;  10.38067;   1.39823
1523.00000;  10.37667;   1.40477
1524.00000;  10.37600;   1.41496
1525.00000;  10.39600;   1.39896
1526.00000;  10.40333;   1.40348
1527.00000;  10.41000;   1.41377
1528.00000;  10.43467;   1.40040
1529.00000;  10.44000;   1.40379
1530.00000;  10.44333;   1.42063
1531.00000;  10.45267;   1.42434
1532.00000;  10.44000;   1.42345
1533.00000;  10.44200;   1.43055
1534.00000;  10.45000;   1.43724
1535.00000;  10.46267;   1.43918
1536.00000;  10.48467;   1.44778
1537.00000;  10.49533;   1.45152
1538.00000;  10.50600;   1.43471
1539.00000;  10.50800;   1.43073
1540.00000;  10.49800;   1.43551
1541.00000;  10.49733;   1.43569
1542.00000;  10.49000;   1.43917
1543.00000;  10.49200;   1.43838
1544.00000;  10.50267;   1.43587
1545.00000;  10.52467;   1.41663
1546.00000;  10.52333;   1.40922
1547.00000;  10.54400;   1.41020
1548.00000;  10.56867;   1.41953
1549.00000;  10.56400;   1.43750
1550.00000;  10.57067;   1.43823
1551.00000;  10.57867;   1.44241
1552.00000;  10.55933;   1.45483
1553.00000;  10.55067;   1.45460
1554.00000;  10.56133;   1.47306
1555.00000;  10.55400;   1.47246
1556.00000;  10.56067;   1.45237
1557.00000;  10.57533;   1.45566
1558.00000;  10.58333;   1.44742
1559.00000;  10.59533;   1.45566
1560.00000;  10.59600;   1.47740
1561.00000;  10.59733;   1.45718
1562.00000;  10.61933;   1.44136
1563.00000;  10.64133;   1.43721
1564.00000;  10.65467;   1.43038
1565.00000;  10.67000;   1.44405
1566.00000;  10.66400;   1.45906
1567.00000;  10.64200;   1.46548
1568.00000;  10.65267;   1.46014
1569.00000;  10.67200;   1.46419
1570.00000;  10.67267;   1.48371
1571.00000;  10.67867;   1.49217
1572.00000;  10.68733;   1.50244
1573.00000;  10.67400;   1.49497
1574.00000;  10.67867;   1.46862
1575.00000;  10.70467;   1.46795
1576.00000;  10.70467;   1.46637
1577.00000;  10.68800;   1.46985
1578.00000;  10.67067;   1.47489
1579.00000;  10.65333;   1.47737
1580.00000;  10.66267;   1.48507
1581.00000;  10.68667;   1.48792
1582.00000;  10.70200;   1.49664
1583.00000;  10.72000;   1.51125
1584.00000;  10.72467;   1.50593
1585.00000;  10.70467;   1.50437
1586.00000;  10.71467;   1.50854
1587.00000;  10.73000;   1.48988
1588.00000;  10.73933;   1.46687
1589.00000;  10.76267;   1.46369
1590.00000;  10.77067;   1.44809
1591.00000;  10.76867;   1.44117
1592.00000;  10.77000;   1.45899
1593.00000;  10.77467;   1.46728
1594.00000;  10.77800;   1.46525
1595.00000;  10.78333;   1.47651
1596.00000;  10.77733;   1.49164
1597.00000;  10.77600;   1.50081
1598.00000;  10.77267;   1.50410
1599.00000;  10.77400;   1.50420
1600.00000;  10.79133;   1.49776
1601.00000;  10.80267;   1.49199
1602.00000;  10.81733;   1.48431
1603.00000;  10.82667;   1.48005
1604.00000;  10.82333;   1.48478
1605.00000;  10.82400;   1.48251
1606.00000;  10.82267;   1.49352
1607.00000;  10.82933;   1.50749
1608.00000;  10.83467;   1.49825
1609.00000;  10.83600;   1.50103
1610.00000;  10.84667;   1.49512
1611.00000;  10.85200;   1.48043
1612.00000;  10.84733;   1.48013
1613.00000;  10.86200;   1.46349
1614.00000;  10.86867;   1.45995
1615.00000;  10.86667;   1.46581
1616.00000;  10.88400;   1.46811
1617.00000;  10.88933;   1.47213
1618.00000;  10.89267;   1.47528
1619.00000;  10.89867;   1.47815
1620.00000;  10.89000;   1.48406
1621.00000;  10.89867;   1.49370
1622.00000;  10.90600;   1.50019
1623.00000;  10.91533;   1.50634
1624.00000;  10.91733;   1.51083
1625.00000;  10.91933;   1.51876
1626.00000;  10.91533;   1.51871
1627.00000;  10.90933;   1.51568
1628.00000;  10.91533;   1.51643
1629.00000;  10.92533;   1.50668
1630.00000;  10.93800;   1.50138
1631.00000;  10.94200;   1.52009
1632.00000;  10.94733;   1.52762
1633.00000;  10.96067;   1.53235
1634.00000;  10.94400;   1.54686
1635.00000;  10.95333;   1.52377
1636.00000;  10.97533;   1.51624
1637.00000;  10.96867;   1.52127
1638.00000;  10.98067;   1.50479
1639.00000;  10.96733;   1.50244
1640.00000;  10.91533;   1.51452
1641.00000;  10.89867;   1.51798
1642.00000;  10.90333;   1.53092
1643.00000;  10.92467;   1.55046
1644.00000;  10.96067;   1.55197
1645.00000;  10.98333;   1.55265
1646.00000;  10.97000;   1.54929
1647.00000;  10.95000;   1.54804
1648.00000;  10.95333;   1.56538
1649.00000;  10.95533;   1.55179
1650.00000;  10.96467;   1.55288
1651.00000;  10.99200;   1.56041
1652.00000;  11.01867;   1.52946
1653.00000;  11.03867;   1.52148
1654.00000;  11.04400;   1.51913
1655.00000;  11.03800;   1.51514
1656.00000;  11.04067;   1.54275
1657.00000;  11.02467;   1.55538
1658.00000;  11.01400;   1.56370
1659.00000;  11.01667;   1.56965
1660.00000;  10.99067;   1.55763
1661.00000;  10.98667;   1.55605
1662.00000;  10.99667;   1.56489
1663.00000;  11.00933;   1.55993
1664.00000;  11.03467;   1.54831
1665.00000;  11.02867;   1.53746
1666.00000;  11.02200;   1.53184
1667.00000;  11.03533;   1.52519
1668.00000;  11.03267;   1.53647
1669.00000;  11.04467;   1.54349
1670.00000;  11.07933;   1.53325
1671.00000;  11.09000;   1.54431
1672.00000;  11.06800;   1.54523
1673.00000;  11.06600;   1.54744
1674.00000;  11.06133;   1.54655
1675.00000;  11.05867;   1.54860
1676.00000;  11.07533;   1.55649
1677.00000;  11.09133;   1.55763
1678.00000;  11.09333;   1.55448
1679.00000;  11.09067;   1.55917
1680.00000;  11.10467;   1.56486
1681.00000;  11.11067;   1.56523
1682.00000;  11.10467;   1.58452
1683.00000;  11.10000;   1.57440
1684.00000;  11.08800;   1.52869
1685.00000;  11.09267;   1.51934
1686.00000;  11.10200;   1.51622
1687.00000;  11.10333;   1.52066
1688.00000;  11.11733;   1.55541
1689.00000;  11.12267;   1.55898
1690.00000;  11.10800;   1.53067
1691.00000;  11.11533;   1.53804
1692.00000;  11.13733;   1.56518
1693.00000;  11.14667;   1.57196
1694.00000;  11.16867;   1.59066
1695.00000;  11.15667;   1.59218
1696.00000;  11.11533;   1.55563
1697.00000;  11.10667;   1.55649
1698.00000;  11.09533;   1.58035
1699.00000;  11.09667;   1.57830
1700.00000;  11.12733;   1.58297
1701.00000;  11.14067;   1.58884
1702.00000;  11.14333;   1.57172
1703.00000;  11.14800;   1.56260
1704.00000;  11.16533;   1.57016
1705.00000;  11.15133;   1.56193
1706.00000;  11.12467;   1.54786
1707.00000;  11.10000;   1.54109
1708.00000;  11.07867;   1.55796
1709.00000;  11.09267;   1.56205
1710.00000;  11.11600;   1.56218
1711.00000;  11.13933;   1.57464
1712.00000;  11.14933;   1.55621
1713.00000;  11.13000;   1.51464
1714.00000;  11.11800;   1.50898
1715.00000;  11.11867;   1.51892
1716.00000;  11.12200;   1.51305
1717.00000;  11.13333;   1.52376
1718.00000;  11.13533;   1.54214
1719.00000;  11.13867;   1.54918
1720.00000;  11.14067;   1.56878
1721.00000;  11.13333;   1.58422
1722.00000;  11.12667;   1.57493
1723.00000;  11.12333;   1.57783
1724.00000;  11.12067;   1.58872
1725.00000;  11.12333;   1.58252
1726.00000;  11.13333;   1.59031
1727.00000;  11.13667;   1.59017
1728.00000;  11.10867;   1.55482
1729.00000;  11.09467;   1.53307
1730.00000;  11.10400;   1.53856
1731.00000;  11.09600;   1.54774
1732.00000;  11.10133;   1.56169
1733.00000;  11.11800;   1.57128
1734.00000;  11.12733;   1.58296
1735.00000;  11.14933;   1.57617
1736.00000;  11.15333;   1.55726
1737.00000;  11.11733;   1.54493
1738.00000;  11.08267;   1.53284
1739.00000;  11.05067;   1.51755
1740.00000;  11.03133;   1.51890
1741.00000;  11.06733;   1.51410
1742.00000;  11.08600;   1.49837
1743.00000;  11.07867;   1.50849
1744.00000;  11.11267;   1.52711
1745.00000;  11.11600;   1.55816
1746.00000;  11.12267;   1.60644
1747.00000;  11.13933;   1.62132
1748.00000;  11.10933;   1.59171
1749.00000;  11.08533;   1.55220
1750.00000;  11.06467;   1.53158
1751.00000;  11.05267;   1.51564
1752.00000;  11.06600;   1.52143
1753.00000;  11.06800;   1.53756
1754.00000;  11.06867;   1.53386
1755.00000;  11.08133;   1.53936
1756.00000;  11.09600;   1.55013
1757.00000;  11.09000;   1.59517
1758.00000;  11.09267;   1.59626
1759.00000;  11.07867;   1.53490
1760.00000;  11.06333;   1.52645
1761.00000;  11.06667;   1.52973
1762.00000;  11.06733;   1.52431
1763.00000;  11.06467;   1.55855
1764.00000;  11.05733;   1.55823
1765.00000;  11.05133;   1.50277
1766.00000;  11.04200;   1.48883
1767.00000;  11.01867;   1.50613
1768.00000;  11.01000;   1.51141
1769.00000;  11.02067;   1.53428
1770.00000;  11.01067;   1.55136
1771.00000;  10.97533;   1.55327
1772.00000;  10.96533;   1.56175
1773.00000;  10.95333;   1.58070
1774.00000;  10.95000;   1.58936
1775.00000;  10.97467;   1.58561
1776.00000;  10.98067;   1.57964
1777.00000;  10.97533;   1.56333
1778.00000;  10.97600;   1.54245
1779.00000;  10.97933;   1.51000
1780.00000;  10.98533;   1.52103
1781.00000;  10.99600;   1.57103
1782.00000;  11.00000;   1.57749
1783.00000;  11.00467;   1.59294
1784.00000;  10.99000;   1.57693
1785.00000;  10.97067;   1.49511
1786.00000;  10.91000;   1.48706
1787.00000;  10.85933;   1.52288
1788.00000;  10.89467;   1.58690
1789.00000;  10.88533;   1.58845
1790.00000;  10.88200;   1.50525
1791.00000;  10.93000;   1.49211
1792.00000;  10.82200;   1.43616
1793.00000;  10.73000;   1.41930
1794.00000;  10.75933;   1.49092
1795.00000;  10.70600;   1.49826
1796.00000;  10.74867;   1.53253
1797.00000;  10.82000;   1.63565
1798.00000;  10.72067;   1.55014
1799.00000;  10.66400;   1.54359
1800.00000;  10.55667;   1.48608
1801.00000;  10.45533;   1.45864
1802.00000;  10.36467;   1.61054
1803.00000;  10.28000;   1.71088
1804.00000;  10.20067;   1.63018
1805.00000;  10.14667;   1.63727
1806.00000;  10.25933;   1.77525
1807.00000;  10.18200;   2.04407
1808.00000;   9.82000;   2.31475
1809.00000;   9.74467;   2.50486
1810.00000;   9.84867;   2.79476
1811.00000;   9.72400;   2.92284
1812.00000;   9.76667;   2.58116
1813.00000;   9.68933;   2.73089
1814.00000;   8.96333;   3.21391
1815.00000;   8.65200;   3.71451
1816.00000;   9.31333;   4.52826
1817.00000;   9.10733;   5.21471
1818.00000;   8.02933;   6.51382
1819.00000;   7.50533;   7.05686
1820.00000;   6.51733;   5.92691
1821.00000;   6.46867;   5.98668
1822.00000;   8.10667;   7.08720
1823.00000;   8.55667;   8.61954
1824.00000;   9.95067;  10.96438
1825.00000;   9.67533;  11.25104
1826.00000;   7.46000;  10.04419
1827.00000;   6.98133;  10.54171
1828.00000;   5.88467;   9.94327
1829.00000;   8.98200;  14.54197
1830.00000;  12.04267;  21.39611
1831.00000;  14.40267;  26.41440
1832.00000;  14.95800;  30.37673
1833.00000;1624.67533;4518.32132
1834.00000;1292.46267;3109.44533
1835.00000;  16.65667;  18.68774
1836.00000;  34.73667;  47.35187
1837.00000;  39.44133;  55.51377
1838.00000;  53.07800;  79.36286
1839.00000; 122.60733; 211.04904
1840.00000; 230.08267; 579.25940
1841.00000; 711.69667;1163.44128
1842.00000; 194.88067; 204.52512
1843.00000; 143.18000; 123.28338
1844.00000;  67.63067; 236.96816
1845.00000;  11.53200;  34.97750
1846.00000; 141.14333; 302.68439
1847.00000; 101.70667; 216.32070
1848.00000; 107.05467; 180.72683
1849.00000;  34.64333;  47.76358
1850.00000;  28.09000;  36.70977
1851.00000;  36.13000;  57.59292
1852.00000;  41.19000;  79.97617
1853.00000;  57.84067; 109.98977
1854.00000; 203.63333; 427.97746
1855.00000;  90.56933; 160.62643
1856.00000;  44.03867;  89.94514
1857.00000;  96.21467; 221.62394
1858.00000;  42.35667;  83.66213
1859.00000;  89.05600; 110.69406
1860.00000; 493.24333; 647.07618
1861.00000; 106.12333; 191.40761
1862.00000;  39.00533;  58.01460
1863.00000;  48.90267;  68.63960
1864.00000;  44.07333;  93.59216
1865.00000;  63.72267; 169.08748
1866.00000;  46.30133;  87.26239
1867.00000;  56.21867;  98.31464
1868.00000;  62.85067; 133.51982
1869.00000; 114.19933; 308.74506
1870.00000; 113.93000; 216.11008
1871.00000; 402.00933; 715.39287
1872.00000; 104.33867; 162.99742
1873.00000;  58.82533;  79.54801
1874.00000;  56.31000;  85.93423
1875.00000;  55.27733;  84.98615
1876.00000;  56.92000;  81.27398
1877.00000; 111.29067; 173.47449
1878.00000; 123.01600; 165.74983
1879.00000; 113.12733; 172.66121
1880.00000; 107.04733; 105.35975
1881.00000;  81.16800;  95.39893
1882.00000;  89.61267; 113.71250
1883.00000;  76.59533; 108.24790
1884.00000; 138.52200; 324.01619
1885.00000;  57.98333; 169.42447
1886.00000; 130.53733; 419.96446
1887.00000;  49.04000;  72.77488
1888.00000; 160.10200; 278.78134
1889.00000; 166.30067; 321.38265
1890.00000;  44.38667;  87.80509
1891.00000; 154.86200; 393.99283
1892.00000;  86.46800; 102.94788
1893.00000;  25.93200;  39.45044
1894.00000;  34.62600;  38.25044
1895.00000;  92.14267; 150.48127
1896.00000; 178.78933; 380.07014
1897.00000;  51.64600;  74.87858
1898.00000;  47.57400;  88.07651
