 Wvl;         Refl;      St_dev
1899.00000;  71.32333; 132.58135
1900.00000;  35.71333;  50.55184
1901.00000;   9.43333;  21.43617
1902.00000;  27.25200;  52.09013
1903.00000;  48.21467;  86.98626
1904.00000;  53.96467; 101.39861
1905.00000;  80.77933; 108.26447
1906.00000; 103.15667; 119.35876
1907.00000;  46.53600; 100.10921
1908.00000;  42.08600;  61.31342
1909.00000;  48.52933;  87.92258
1910.00000;  83.75867; 180.82917
1911.00000;  57.48867; 132.56746
1912.00000;  48.19667;  66.69496
1913.00000; 336.83333; 667.39060
1914.00000;  71.86400; 142.84302
1915.00000; 633.15067;1397.48611
1916.00000;  23.87600;  49.53888
1917.00000;  13.81333;  19.57794
1918.00000;  19.20667;  37.42963
1919.00000;  34.00133;  70.41595
1920.00000;  20.31200;  26.24750
1921.00000;  23.63467;  20.90095
1922.00000;  44.53067;  40.04955
1923.00000;  77.59000; 101.55135
1924.00000;  44.16267;  49.60385
1925.00000;  37.22667;  38.29726
1926.00000;  35.25333;  42.61337
1927.00000;  32.16400;  40.16904
1928.00000;  19.93733;  24.29825
1929.00000;  16.30333;  21.69389
1930.00000;  13.63533;  16.87658
1931.00000;  16.56933;  17.20962
1932.00000;  16.41667;  13.63099
1933.00000;  19.09333;  18.01042
1934.00000;  16.24400;  17.86713
1935.00000;  13.20667;  18.82916
1936.00000;  12.31067;  17.02173
1937.00000;  11.78933;  14.21805
1938.00000;  11.03533;  11.92190
1939.00000;  10.05600;   7.72669
1940.00000;  13.01733;   4.76868
1941.00000;  13.00200;   4.98802
1942.00000;  10.47867;   6.92723
1943.00000;  10.12333;   6.87975
1944.00000;   9.92533;   7.66672
1945.00000;   9.43333;   6.50323
1946.00000;   9.20400;   6.61201
1947.00000;   9.99267;   6.15937
1948.00000;  10.20067;   5.72840
1949.00000;  10.22533;   5.05548
1950.00000;   8.83400;   6.61617
1951.00000;   8.92800;   5.83563
1952.00000;   9.09267;   6.35816
1953.00000;   8.04200;   6.23749
1954.00000;   7.82133;   5.63395
1955.00000;   7.69933;   4.07809
1956.00000;   7.30067;   4.49886
1957.00000;   8.38533;   4.59970
1958.00000;   8.91667;   4.35681
1959.00000;   9.08600;   4.24459
1960.00000;   9.30067;   3.98745
1961.00000;   8.91733;   4.20101
1962.00000;   8.82000;   3.97959
1963.00000;   9.02600;   3.23275
1964.00000;   9.68667;   2.65546
1965.00000;  10.56800;   2.42984
1966.00000;  10.13133;   2.27836
1967.00000;  10.04933;   1.88495
1968.00000;   9.99400;   2.28193
1969.00000;   9.31600;   2.49679
1970.00000;   9.19200;   2.42879
1971.00000;   9.42067;   2.12894
1972.00000;   9.40000;   1.80430
1973.00000;   9.54133;   1.55715
1974.00000;  10.20533;   1.57991
1975.00000;  10.60867;   1.66097
1976.00000;  10.89067;   2.04629
1977.00000;  10.98733;   2.13925
1978.00000;  10.78467;   1.89943
1979.00000;  10.53933;   2.02632
1980.00000;  10.37667;   2.15451
1981.00000;  10.34800;   2.10500
1982.00000;  10.51267;   1.89234
1983.00000;  10.49800;   1.81362
1984.00000;  10.45733;   1.63789
1985.00000;  10.46467;   1.54225
1986.00000;  10.49800;   1.58738
1987.00000;  10.16800;   1.59746
1988.00000;  10.13533;   1.88197
1989.00000;  10.48933;   2.11918
1990.00000;  10.46467;   2.25457
1991.00000;  10.64533;   2.18157
1992.00000;  11.01267;   2.09595
1993.00000;  10.89533;   1.93871
1994.00000;  10.78600;   1.75376
1995.00000;  10.53400;   1.56278
1996.00000;  10.40467;   1.48279
1997.00000;  10.09400;   1.26113
1998.00000;   9.94000;   1.48227
1999.00000;   9.96933;   1.88357
2000.00000;  10.44533;   2.02561
2001.00000;  10.80333;   2.07717
2002.00000;  10.93667;   2.31856
2003.00000;  10.94333;   2.54583
2004.00000;  10.45400;   2.41457
2005.00000;  10.38267;   2.25198
2006.00000;  10.25600;   2.70493
2007.00000;  10.14667;   2.78286
2008.00000;  10.67200;   2.90653
2009.00000;  10.76867;   2.89698
2010.00000;  10.43067;   2.68788
2011.00000;  10.16533;   2.83535
2012.00000;  10.62200;   3.02956
2013.00000;   9.99867;   3.64152
2014.00000;   9.96933;   3.69741
2015.00000;  10.52933;   2.97989
2016.00000;  10.39200;   2.10521
2017.00000;  10.63933;   1.98107
2018.00000;  10.72867;   2.01631
2019.00000;  10.70933;   1.98192
2020.00000;  10.59133;   1.97105
2021.00000;  10.40867;   2.02301
2022.00000;  10.38467;   2.03576
2023.00000;  10.30467;   2.14303
2024.00000;  10.34667;   1.92651
2025.00000;  10.58733;   1.70928
2026.00000;  10.80200;   1.65902
2027.00000;  10.97333;   1.66437
2028.00000;  11.03800;   1.73514
2029.00000;  10.95400;   1.82968
2030.00000;  10.87933;   1.57437
2031.00000;  10.78600;   1.48327
2032.00000;  10.51533;   1.53982
2033.00000;  10.48333;   1.55452
2034.00000;  10.57267;   1.73048
2035.00000;  10.62067;   1.80690
2036.00000;  10.68800;   1.78014
2037.00000;  10.98867;   1.57402
2038.00000;  10.99600;   1.53886
2039.00000;  10.86800;   1.49740
2040.00000;  10.76267;   1.44132
2041.00000;  10.55800;   1.39512
2042.00000;  10.54000;   1.46226
2043.00000;  10.73267;   1.56330
2044.00000;  11.02133;   1.89172
2045.00000;  11.31400;   1.88305
2046.00000;  11.38000;   1.86087
2047.00000;  11.27267;   1.80794
2048.00000;  11.14533;   1.81629
2049.00000;  10.65667;   1.82713
2050.00000;  10.48467;   1.70573
2051.00000;  10.42000;   1.27670
2052.00000;  10.48000;   1.33277
2053.00000;  10.65867;   1.68805
2054.00000;  10.89533;   1.76994
2055.00000;  11.03533;   1.80808
2056.00000;  11.21667;   1.97596
2057.00000;  11.29467;   1.85889
2058.00000;  11.20200;   2.02277
2059.00000;  11.14133;   1.97932
2060.00000;  10.93600;   1.60443
2061.00000;  10.79600;   1.57294
2062.00000;  10.68533;   1.79611
2063.00000;  10.62467;   1.79545
2064.00000;  10.51467;   1.74519
2065.00000;  10.63867;   1.69474
2066.00000;  11.03400;   1.50310
2067.00000;  11.09600;   1.56616
2068.00000;  11.37200;   1.74690
2069.00000;  11.50400;   1.78262
2070.00000;  11.14533;   1.71795
2071.00000;  11.08600;   1.63632
2072.00000;  11.05000;   1.76330
2073.00000;  10.90533;   1.46558
2074.00000;  10.92467;   1.33693
2075.00000;  11.14267;   1.39641
2076.00000;  11.20133;   1.45523
2077.00000;  11.25533;   1.71587
2078.00000;  11.26800;   1.73995
2079.00000;  11.32067;   1.69147
2080.00000;  11.25400;   1.63703
2081.00000;  11.02533;   1.39225
2082.00000;  10.90067;   1.33985
2083.00000;  10.92667;   1.20035
2084.00000;  10.91067;   1.28151
2085.00000;  11.08333;   1.43321
2086.00000;  11.25733;   1.62622
2087.00000;  11.25000;   1.64833
2088.00000;  11.19000;   1.80962
2089.00000;  11.20267;   1.77205
2090.00000;  11.27733;   1.57738
2091.00000;  11.23733;   1.49510
2092.00000;  11.17000;   1.46163
2093.00000;  11.09400;   1.47067
2094.00000;  10.86333;   1.60804
2095.00000;  10.81733;   1.68255
2096.00000;  10.85133;   1.71732
2097.00000;  10.97333;   1.65521
2098.00000;  11.14400;   1.59678
2099.00000;  11.07600;   1.33881
2100.00000;  10.95067;   1.28864
2101.00000;  10.85467;   1.34993
2102.00000;  10.78600;   1.39805
2103.00000;  10.85533;   1.68430
2104.00000;  10.94000;   1.80043
2105.00000;  11.07133;   1.71244
2106.00000;  11.07533;   1.62119
2107.00000;  10.93467;   1.29298
2108.00000;  10.92067;   1.34072
2109.00000;  10.87133;   1.63211
2110.00000;  10.84867;   1.66135
2111.00000;  10.97933;   1.72776
2112.00000;  11.00733;   1.80634
2113.00000;  10.89933;   1.78725
2114.00000;  10.97333;   1.65684
2115.00000;  11.08067;   1.71082
2116.00000;  11.04933;   1.77274
2117.00000;  11.14733;   1.72655
2118.00000;  11.13400;   1.60940
2119.00000;  11.04467;   1.65494
2120.00000;  11.02133;   1.71883
2121.00000;  11.03867;   1.62072
2122.00000;  11.07200;   1.50479
2123.00000;  11.14400;   1.46828
2124.00000;  11.34733;   1.26215
2125.00000;  11.39867;   1.21285
2126.00000;  11.39867;   1.34801
2127.00000;  11.42800;   1.44195
2128.00000;  11.36333;   1.65385
2129.00000;  11.30867;   1.71977
2130.00000;  11.33400;   1.72287
2131.00000;  11.22533;   1.52975
2132.00000;  11.00533;   1.40302
2133.00000;  11.08200;   1.36876
2134.00000;  11.17200;   1.47512
2135.00000;  11.28400;   1.73285
2136.00000;  11.46200;   1.72116
2137.00000;  11.48067;   1.64016
2138.00000;  11.36000;   1.62291
2139.00000;  11.23400;   1.61210
2140.00000;  11.19733;   1.55492
2141.00000;  11.20267;   1.25742
2142.00000;  11.21600;   1.23023
2143.00000;  11.28733;   1.37542
2144.00000;  11.32200;   1.45277
2145.00000;  11.38000;   1.70790
2146.00000;  11.29733;   1.84069
2147.00000;  11.12800;   1.76653
2148.00000;  11.06867;   1.74599
2149.00000;  10.95067;   1.61660
2150.00000;  10.79400;   1.40156
2151.00000;  11.01733;   1.31360
2152.00000;  11.17867;   1.34182
2153.00000;  11.21467;   1.43788
2154.00000;  11.42933;   1.69346
2155.00000;  11.34000;   1.78934
2156.00000;  11.10267;   1.63222
2157.00000;  11.00933;   1.38809
2158.00000;  10.83200;   1.13013
2159.00000;  10.89400;   1.18210
2160.00000;  11.29400;   1.55412
2161.00000;  11.37200;   1.56030
2162.00000;  11.51133;   1.50593
2163.00000;  11.44867;   1.58366
2164.00000;  10.89733;   1.72656
2165.00000;  10.72733;   1.74340
2166.00000;  10.72800;   1.77155
2167.00000;  10.65333;   1.74402
2168.00000;  10.67267;   1.55607
2169.00000;  10.81600;   1.37229
2170.00000;  10.48667;   1.40342
2171.00000;  10.17200;   1.37835
2172.00000;  10.10733;   1.45790
2173.00000;  10.17533;   1.75073
2174.00000;  10.54267;   1.75988
2175.00000;  10.91133;   1.56356
2176.00000;  10.95267;   1.45768
2177.00000;  10.83533;   1.49097
2178.00000;  10.69067;   1.70833
2179.00000;  10.47333;   1.90662
2180.00000;  10.36000;   1.96479
2181.00000;  10.37733;   1.92496
2182.00000;  10.25867;   1.77480
2183.00000;  10.07733;   1.36552
2184.00000;  10.00000;   1.35450
2185.00000;   9.83533;   1.43475
2186.00000;   9.80333;   1.39386
2187.00000;   9.92733;   1.64163
2188.00000;   9.98200;   1.78815
2189.00000;   9.98333;   1.89658
2190.00000;  10.21333;   1.93237
2191.00000;  10.31600;   1.85921
2192.00000;  10.47800;   1.81850
2193.00000;  10.73667;   1.71676
2194.00000;  10.59200;   1.44521
2195.00000;  10.27533;   1.19552
2196.00000;  10.00667;   1.38892
2197.00000;   9.63867;   1.66319
2198.00000;   9.59733;   2.22081
2199.00000;   9.91400;   2.24817
2200.00000;  10.12067;   1.87378
2201.00000;  10.40000;   1.41606
2202.00000;  10.50867;   1.15557
2203.00000;  10.41800;   1.20409
2204.00000;  10.00267;   1.46214
2205.00000;   9.88933;   1.55362
2206.00000;   9.63400;   1.80271
2207.00000;   9.63000;   1.78318
2208.00000;   9.99067;   1.45828
2209.00000;  10.06600;   1.37818
2210.00000;  10.06533;   1.41758
2211.00000;  10.10667;   1.56045
2212.00000;  10.00467;   1.80570
2213.00000;  10.11200;   1.90806
2214.00000;  10.44000;   1.78270
2215.00000;  10.62133;   1.69631
2216.00000;  10.70533;   1.76157
2217.00000;  10.64933;   1.91401
2218.00000;  10.44267;   1.61759
2219.00000;  10.16600;   1.65543
2220.00000;  10.10467;   1.55559
2221.00000;  10.27400;   1.20628
2222.00000;  10.32333;   1.37794
2223.00000;  10.58867;   1.51931
2224.00000;  10.84667;   1.71977
2225.00000;  10.73533;   1.98139
2226.00000;  10.71133;   1.86804
2227.00000;  10.44000;   1.81838
2228.00000;  10.31267;   1.73336
2229.00000;  10.13333;   1.79556
2230.00000;  10.16200;   1.78396
2231.00000;  10.54067;   1.90696
2232.00000;  10.59067;   1.85472
2233.00000;  10.51867;   1.36067
2234.00000;  10.34600;   1.40499
2235.00000;   9.61533;   1.60328
2236.00000;   9.48400;   1.66157
2237.00000;   9.73600;   1.84397
2238.00000;  10.02600;   1.90652
2239.00000;  10.73200;   1.83045
2240.00000;  11.29733;   1.70360
2241.00000;  11.32800;   1.93640
2242.00000;  10.95133;   1.69666
2243.00000;  10.57000;   1.53914
2244.00000;  10.17600;   1.62240
2245.00000;   9.87333;   1.30381
2246.00000;   9.91800;   1.38096
2247.00000;   9.84467;   1.70827
2248.00000;   9.64867;   1.52436
2249.00000;   9.83667;   1.46406
2250.00000;   9.96933;   1.76903
2251.00000;  10.04867;   1.48669
2252.00000;  10.27400;   1.63720
2253.00000;  10.13667;   1.54950
2254.00000;   9.93200;   1.24877
2255.00000;   9.83600;   0.99605
2256.00000;   9.73200;   1.31002
2257.00000;   9.77333;   1.43130
2258.00000;  10.08067;   1.68432
2259.00000;  10.18867;   1.80998
2260.00000;  10.38400;   1.89948
2261.00000;  10.33667;   1.88225
2262.00000;  10.01867;   1.57274
2263.00000;   9.87933;   1.41350
2264.00000;   9.61067;   1.52183
2265.00000;   9.53067;   1.70921
2266.00000;   9.62467;   1.56431
2267.00000;   9.75067;   1.58300
2268.00000;  10.00200;   1.77557
2269.00000;  10.17600;   1.79930
2270.00000;  10.35667;   1.77715
2271.00000;  10.54400;   1.50102
2272.00000;  10.42267;   1.20716
2273.00000;  10.38867;   1.52184
2274.00000;  10.30867;   1.81790
2275.00000;  10.15000;   1.81122
2276.00000;  10.23800;   1.64014
2277.00000;  10.18933;   2.18624
2278.00000;  10.18933;   2.24811
2279.00000;  10.44267;   1.98150
2280.00000;  10.52533;   1.88523
2281.00000;  10.50400;   2.22058
2282.00000;  10.48933;   2.25722
2283.00000;  10.29133;   1.92731
2284.00000;  10.12533;   2.03298
2285.00000;  10.17467;   2.62233
2286.00000;  10.07000;   2.69790
2287.00000;  10.00200;   2.21010
2288.00000;  10.21533;   1.84146
2289.00000;  10.47133;   1.74534
2290.00000;  10.79867;   1.70835
2291.00000;  11.00867;   2.07276
2292.00000;  10.90200;   2.13780
2293.00000;  10.50733;   1.93023
2294.00000;  10.21667;   1.70170
2295.00000;   9.71533;   1.36130
2296.00000;   9.53667;   1.58471
2297.00000;   9.44267;   2.12693
2298.00000;   9.64467;   2.30273
2299.00000;  10.39267;   2.21701
2300.00000;  10.60400;   2.17433
2301.00000;  10.84733;   2.16737
2302.00000;  10.80733;   2.05435
2303.00000;  10.07600;   1.55635
2304.00000;   9.90267;   1.50227
2305.00000;   9.79867;   1.85390
2306.00000;   9.81067;   2.01219
2307.00000;  10.07600;   1.86247
2308.00000;  10.54733;   2.14033
2309.00000;  10.61867;   2.37872
2310.00000;  10.90400;   2.29023
2311.00000;  10.92933;   1.95211
2312.00000;  10.42667;   1.87290
2313.00000;   9.86067;   1.85543
2314.00000;   9.08733;   1.67806
2315.00000;   8.74867;   1.81749
2316.00000;   8.98600;   1.88543
2317.00000;   9.63933;   1.76690
2318.00000;  10.61067;   1.45371
2319.00000;  11.00533;   0.96339
2320.00000;  10.99733;   0.78450
2321.00000;  10.69467;   1.41458
2322.00000;  10.29467;   2.27530
2323.00000;  10.40067;   2.45351
2324.00000;  10.52200;   2.29877
2325.00000;  10.59933;   2.31313
2326.00000;  10.79333;   1.79310
2327.00000;  10.49200;   1.65574
2328.00000;   9.92933;   2.62996
2329.00000;   9.66733;   2.79408
2330.00000;   9.40800;   2.43445
2331.00000;   9.43067;   1.86589
2332.00000;   9.96667;   1.72108
2333.00000;   9.64533;   2.12989
2334.00000;   9.49133;   2.60957
2335.00000;   9.62200;   2.58735
2336.00000;   9.00067;   2.58911
2337.00000;   9.60467;   2.59163
2338.00000;  10.28933;   3.04087
2339.00000;  10.29400;   2.10068
2340.00000;  10.58200;   2.03111
2341.00000;   9.74200;   2.83434
2342.00000;   9.18533;   3.32510
2343.00000;   8.95533;   3.03144
2344.00000;   8.50667;   2.82704
2345.00000;   9.16933;   2.76110
2346.00000;   9.31200;   2.53540
2347.00000;   9.14267;   2.81704
2348.00000;   9.42533;   2.23376
2349.00000;   9.15400;   2.13811
2350.00000;   9.19533;   3.00933
2351.00000;   9.15133;   3.33939
2352.00000;   9.08333;   4.17991
2353.00000;   9.20533;   3.86073
2354.00000;   9.30933;   2.86175
2355.00000;   9.24600;   2.98809
2356.00000;   9.75400;   3.07821
2357.00000;   9.41133;   3.05348
2358.00000;   8.04467;   3.29151
2359.00000;   7.73867;   3.22542
2360.00000;   7.65000;   3.07011
2361.00000;   7.71933;   3.11125
2362.00000;   8.87600;   2.99887
2363.00000;   9.12800;   3.34234
2364.00000;   9.10333;   3.76935
2365.00000;   8.56333;   3.92017
2366.00000;   7.86667;   3.57864
2367.00000;   7.43933;   3.02483
2368.00000;   7.85600;   3.01165
2369.00000;   8.12667;   3.10447
2370.00000;   8.18600;   3.18517
2371.00000;   8.94000;   3.58749
2372.00000;   8.93867;   4.03236
2373.00000;   8.66933;   3.85091
2374.00000;   9.43733;   4.08454
2375.00000;   9.73533;   4.18374
2376.00000;   9.71533;   4.22042
2377.00000;  10.45867;   4.16038
2378.00000;   9.61133;   3.78687
2379.00000;   8.28667;   4.11156
2380.00000;   8.68600;   4.67268
2381.00000;   9.45467;   4.05050
2382.00000;  10.03400;   4.37893
2383.00000;  11.16133;   4.39876
2384.00000;  11.41267;   4.56077
2385.00000;   9.57200;   4.70123
2386.00000;   9.53733;   5.72654
2387.00000;   9.84933;   4.81619
2388.00000;   8.95333;   3.54280
2389.00000;   9.59533;   3.88799
2390.00000;   9.11933;   3.91582
2391.00000;   7.77933;   3.46226
2392.00000;   8.52467;   3.48420
2393.00000;   8.82400;   3.36980
2394.00000;   9.01333;   3.82836
2395.00000;  10.56200;   3.81762
2396.00000;  10.18133;   3.67552
2397.00000;   9.38067;   3.97228
2398.00000;   9.84400;   3.22503
2399.00000;   9.11267;   2.45788
2400.00000;   9.03733;   3.88492
2401.00000;   9.42400;   3.91866
2402.00000;   9.34000;   3.80965
2403.00000;  10.05400;   4.71152
2404.00000;  10.45400;   3.52611
2405.00000;  10.78400;   2.89132
2406.00000;  10.68267;   4.97133
2407.00000;   9.99800;   5.97160
2408.00000;  10.34133;   5.47382
2409.00000;  10.60400;   7.32070
2410.00000;  11.85533;   7.34386
2411.00000;  12.26133;   4.43441
2412.00000;   9.58600;   4.48850
2413.00000;   7.71400;   3.08476
2414.00000;   6.51067;   4.49875
2415.00000;   6.00667;   6.71822
2416.00000;   7.89600;   7.10638
2417.00000;   8.76467;   5.95734
2418.00000;   8.45800;   7.50839
2419.00000;   9.56333;   6.66110
2420.00000;  10.45067;   6.97102
2421.00000;  10.26733;   6.59411
2422.00000;  10.93000;   6.10532
2423.00000;  11.08600;   7.04794
2424.00000;   9.47200;   6.17018
2425.00000;   8.99933;   7.61637
2426.00000;   9.26200;   6.99741
2427.00000;   9.18933;   5.95188
2428.00000;   9.24600;   6.04808
2429.00000;   9.25200;   5.95643
2430.00000;   9.04467;   7.06522
2431.00000;   7.79933;   5.75302
2432.00000;   7.00267;   5.78283
2433.00000;   7.94533;   5.33899
2434.00000;   8.08667;   7.59899
2435.00000;  10.28267;   9.20053
2436.00000;  12.04867;  10.87662
2437.00000;  13.61333;   9.53492
2438.00000;  12.07867;   8.84922
2439.00000;   8.98600;  10.44128
2440.00000;   9.09133;   8.34205
2441.00000;   8.37067;   8.30899
2442.00000;   9.26200;   7.85461
2443.00000;  10.24400;  11.38988
2444.00000;   9.14267;   8.76139
2445.00000;  11.82000;  11.47517
2446.00000;  12.26267;  14.23938
2447.00000;  12.07933;  14.21145
2448.00000;  12.43467;  11.78940
2449.00000;  10.90933;  10.07168
2450.00000;  10.61267;   8.52486
2451.00000;   8.24333;   9.19718
2452.00000;   8.37667;   8.63137
2453.00000;   9.69267;  12.44940
2454.00000;   8.46667;  10.75940
2455.00000;   9.36400;   9.15772
2456.00000;   9.74267;   7.22688
2457.00000;  10.46867;   9.05548
2458.00000;   9.84133;   8.54484
2459.00000;  11.75067;   9.44711
2460.00000;  10.41533;   8.77277
2461.00000;   9.36933;   7.77182
2462.00000;  12.31600;   8.99211
2463.00000;  15.55533;   7.87152
2464.00000;  16.36200;   8.24108
2465.00000;  14.34600;  11.67310
2466.00000;  12.98733;  11.46721
2467.00000;   8.15200;   7.34645
2468.00000;   5.48267;   8.72024
2469.00000;  11.55000;  17.13460
2470.00000;  16.45733;  21.53572
2471.00000;  12.23000;  16.23452
2472.00000;  11.50000;  10.63042
2473.00000;  10.27800;  11.32032
2474.00000;   9.62933;  15.52094
2475.00000;  18.20467;  20.25696
2476.00000;  20.67933;  23.97262
2477.00000;  12.06467;  14.51361
2478.00000;  13.04200;  18.97330
2479.00000;  17.95000;  19.81558
2480.00000;  19.47133;  34.98413
2481.00000;  41.09533;  88.77053
2482.00000;  32.74133;  68.12048
2483.00000;  34.08533;  67.69371
2484.00000;  35.28533;  52.65684
2485.00000;  41.15733;  49.90697
2486.00000; 269.43067; 609.39654
2487.00000;  84.24600; 127.94911
2488.00000;  57.35400;  70.03902
2489.00000;  70.08600;  69.18838
2490.00000; 170.93333; 515.96182
2491.00000;  74.05133;  97.30463
2492.00000; 121.95267; 369.80776
2493.00000;  29.72600;  42.55917
2494.00000; 206.20933; 461.42150
2495.00000; 154.14133; 240.26445
2496.00000; 205.31333; 346.00279
2497.00000; 328.65267; 473.79827
2498.00000;  46.72333;  70.22485
2499.00000;  27.48867;  43.90047
2500.00000;  56.46600;  91.82317
